"Variable","Importance","StDev","Model"
"tmean_terraclimate_sites",26.7276727356251,0.445544570819777,"GBM"
"ESACCI_cavm_general_ESAwaterfix_broadevfix_mixfix_cropfix_nowaterglacier_ESACCI_CAVM_merged",7.26957233804782,0.27964126847594,"GBM"
"ndvi3g_lower_mean_GIMMS3g_NDVI_sites_high_and_low_quality",2.51040402821247,0.11516983076662,"GBM"
"aboveground_biomass_carbon_2010_Above_belowground_biomass",2.44007482103248,0.161169036952988,"GBM"
"Snow.cover_era5_soilmoist_temp_snow",1.89068672250025,0.117854100395568,"GBM"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",0.830604467629152,0.0948658579997063,"GBM"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",0.684380948468259,0.0534376324472936,"GBM"
"dtm_cti_merit.dem_m_250m_s0..0cm_2018_v1.0_MERIT_topo_indices_250m",0.654373570567629,0.0523463917781846,"GBM"
"belowground_biomass_carbon_2010_Above_belowground_biomass",0.600778350256855,0.0458664039955944,"GBM"
"wtd_Water_table_depth",0.581480132714485,0.0675774576632455,"GBM"
"BLDFIE_M_250m_ll_30_agg_SoilGrids",0.414016977272096,0.0476058699179369,"GBM"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",0.383720970963326,0.0255970043770895,"GBM"
"PHIHOX_M_250m_ll_30_agg_SoilGrids",0.323539606003195,0.0348542012683218,"GBM"
"pr_terraclimate_sites",0.2528943851129,0.0279686838586035,"GBM"
"Number_of_days_since_fire_classes_gfed_monthly_calc",0.241538681071107,0.0383803161385546,"GBM"
"Snow.depth_era5_soilmoist_temp_snow",0.211682261222864,0.0261078308398394,"GBM"
"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent_30_agg",0.194962124368771,0.0264881481986513,"GBM"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",0.053796483630101,0.0198074261090779,"GBM"
"Thermokarst",0.0524241912147695,0.00877759530054053,"GBM"
"dtm_rough.scale_merit.dem_m_250m_s0..0cm_2018_v1.0_MERIT_topo_indices_250m",0.0443238686818804,0.0251638077235446,"GBM"
"SoilGrids_SOC_SoilGrids_SOCstock",0.0425878249266089,0.0080294626801967,"GBM"
"srad_terraclimate_sites",0.0401858560960346,0.00714088208119416,"GBM"
"pdsi_terraclimate_sites",0,0,"GBM"
"trend_20yrprior_terra_change_id",0,0,"GBM"
"SMMR_SSMIS_transitional_days_NTSG_FT_SMMR_SSMIS_25km",0,0,"GBM"
"tmean_terraclimate_sites",24.3430910560248,0.357756603324828,"RF"
"aboveground_biomass_carbon_2010_Above_belowground_biomass",15.1211286689217,0.575412807251085,"RF"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",9.27309488878329,0.302786244158391,"RF"
"ndvi3g_lower_mean_GIMMS3g_NDVI_sites_high_and_low_quality",8.32047920572398,0.207346420230938,"RF"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",7.80509740225821,0.426703872838329,"RF"
"Snow.cover_era5_soilmoist_temp_snow",6.75534378414985,0.27481314294096,"RF"
"ESACCI_cavm_general_ESAwaterfix_broadevfix_mixfix_cropfix_nowaterglacier_ESACCI_CAVM_merged",4.70490980002568,0.219983076956083,"RF"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",4.54899593627531,0.124894308547562,"RF"
"srad_terraclimate_sites",1.62372527915057,0.0704948143374941,"RF"
"Number_of_days_since_fire_classes_gfed_monthly_calc",1.59417355589758,0.0965413035191707,"RF"
"PHIHOX_M_250m_ll_30_agg_SoilGrids",1.58829810855761,0.112763851753902,"RF"
"trend_20yrprior_terra_change_id",1.56524079371652,0.151306545271034,"RF"
"belowground_biomass_carbon_2010_Above_belowground_biomass",1.49324021171034,0.0799977978340738,"RF"
"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent_30_agg",1.44928421773103,0.0931961384487835,"RF"
"dtm_cti_merit.dem_m_250m_s0..0cm_2018_v1.0_MERIT_topo_indices_250m",1.44100972279669,0.0908369675602255,"RF"
"pdsi_terraclimate_sites",1.41902036471823,0.107277788747965,"RF"
"dtm_rough.scale_merit.dem_m_250m_s0..0cm_2018_v1.0_MERIT_topo_indices_250m",1.20233298813311,0.0816864782656376,"RF"
"pr_terraclimate_sites",1.1571086449782,0.0752644649688858,"RF"
"SoilGrids_SOC_SoilGrids_SOCstock",1.1152322781312,0.0582792675057106,"RF"
"BLDFIE_M_250m_ll_30_agg_SoilGrids",1.06036044852087,0.0550120415769843,"RF"
"Snow.depth_era5_soilmoist_temp_snow",1.03267435276571,0.0649805054845749,"RF"
