"Overall","Variable2","Importance"
46.772588390501,"Vegetation type",46.772588390501
35.5811887805356,"Aboveground biomass",35.5811887805356
30.2015799066401,"Soil temperature",30.2015799066401
25.899741735187,"Permafrost probability",25.899741735187
23.6168582762922,"Compound topographic index",23.6168582762922
22.9314520108418,"tmean_terraclimate_sites",22.9314520108418
19.7179339562114,"Volumetric soil water",19.7179339562114
18.2116967978221,"Soil pH",18.2116967978221
17.4837536049536,"NDVI",17.4837536049536
17.3062899931922,"Rolling last 20-year air temperature trend",17.3062899931922
17.2659864437913,"Soil organic carbon stock",17.2659864437913
17.0758603422115,"Soil bulk density",17.0758603422115
16.4617889558421,"Belowground biomass",16.4617889558421
15.2688677878144,"Topographic roughness scale",15.2688677878144
14.6526842022961,"Vegetation age",14.6526842022961
14.4026395151526,"Annual mean air temperature trend over 1961-1990",14.4026395151526
14.0684323347386,"Mean annual precipitation over 1961-1990",14.0684323347386
13.4278684812331,"Mean annual air temperature over 1961-1990",13.4278684812331
12.8764870777236,"Precipitation",12.8764870777236
12.81238280586,"June-August mean NDVI trend over 1982-2010",12.81238280586
11.8237986871051,"Snow cover",11.8237986871051
11.609167428082,"Percent non-tree vegetation",11.609167428082
11.463157560117,"Solar radiation",11.463157560117
11.3570103793584,"Percent tree cover",11.3570103793584
11.1189608908832,"Atmospheric CO2",11.1189608908832
11.0298197644458,"Hillslope thermokarst",11.0298197644458
9.48496216420469,"Snow depth",9.48496216420469
9.46408712924998,"Vapor pressure deficit",9.46408712924998
9.08809314082611,"Percent non-vegetated",9.08809314082611
8.11626772806793,"Soil water content",8.11626772806793
7.44617411331926,"PDSI",7.44617411331926
7.17106611623622,"Wetland thermokarst",7.17106611623622
