"Overall","Variable2","Importance"
31.6728190713664,"Solar radiation",31.6728190713664
27.1667996316211,"Atmospheric CO2",27.1667996316211
26.4065479670043,"Vapor pressure deficit",26.4065479670043
25.7381430649214,"Topographic roughness scale",25.7381430649214
25.6067484725029,"Annual mean air temperature trend over 1961-1990",25.6067484725029
24.6556002662179,"NDVI",24.6556002662179
24.2429675346327,"Mean annual precipitation over 1961-1990",24.2429675346327
24.0697256416494,"Monthly air temperature",24.0697256416494
24.0422540062287,"Aboveground biomass",24.0422540062287
23.688816234567,"Soil bulk density",23.688816234567
23.5548651534281,"Soil temperature",23.5548651534281
23.340595641636,"Soil pH",23.340595641636
22.708399175046,"Soil organic carbon stock",22.708399175046
22.2897885542732,"Volumetric soil water",22.2897885542732
22.2287045024078,"Belowground biomass",22.2287045024078
21.7614660354032,"Mean annual air temperature over 1961-1990",21.7614660354032
20.7659021147928,"Percent tree cover",20.7659021147928
20.64189332156,"Compound topographic index",20.64189332156
20.3682515559012,"Soil water content",20.3682515559012
19.4501995921032,"Permafrost probability",19.4501995921032
19.2041306394115,"June-August mean NDVI trend over 1982-2010",19.2041306394115
18.8701134245302,"Rolling last 20-year air temperature trend",18.8701134245302
18.1339379521573,"Percent non-tree vegetation",18.1339379521573
18.0997961293763,"Snow cover",18.0997961293763
17.9536692805388,"PDSI",17.9536692805388
17.4081778651213,"Snow depth",17.4081778651213
16.9340104074793,"Percent non-vegetated",16.9340104074793
16.2565500292002,"Vegetation age",16.2565500292002
15.9304478120463,"Precipitation",15.9304478120463
15.2379316388005,"Hillslope thermokarst",15.2379316388005
13.1102054910818,"Wetland thermokarst",13.1102054910818
