"Overall","Variable2","Importance"
47.5179303378497,"Vegetation type",47.5179303378497
36.5991088131782,"Aboveground biomass",36.5991088131782
31.1024806239469,"Soil temperature",31.1024806239469
25.9601448387,"Permafrost probability",25.9601448387
25.8557913835104,"Compound topographic index",25.8557913835104
23.8846170953839,"Monthly air temperature",23.8846170953839
19.3626999989791,"Soil pH",19.3626999989791
19.0273375191934,"Soil organic carbon stock",19.0273375191934
18.4084654583411,"Rolling last 20-year air temperature trend",18.4084654583411
18.2275265806003,"Volumetric soil water",18.2275265806003
17.7611397658803,"NDVI",17.7611397658803
17.6234698788017,"Percent tree cover",17.6234698788017
16.8857130659388,"Belowground biomass",16.8857130659388
16.6987005180248,"Atmospheric CO2",16.6987005180248
16.4269557395806,"Percent non-tree vegetation",16.4269557395806
16.3923524803781,"Soil bulk density",16.3923524803781
15.0427149472153,"Mean annual precipitation over 1961-1990",15.0427149472153
15.0192455226156,"Topographic roughness scale",15.0192455226156
14.82580665527,"June-August mean NDVI trend over 1982-2010",14.82580665527
14.7682198395092,"Mean annual air temperature over 1961-1990",14.7682198395092
14.2794788092213,"Annual mean air temperature trend over 1961-1990",14.2794788092213
13.2097175463477,"Precipitation",13.2097175463477
12.4212255658184,"Vapor pressure deficit",12.4212255658184
11.9672599864116,"Snow cover",11.9672599864116
11.8438478737773,"Vegetation age",11.8438478737773
8.98686128231976,"Hillslope thermokarst",8.98686128231976
8.80970703219824,"PDSI",8.80970703219824
8.43566993293352,"Percent non-vegetated",8.43566993293352
8.38966236736841,"Soil water content",8.38966236736841
8.2226247625807,"Snow depth",8.2226247625807
8.21138989703568,"Solar radiation",8.21138989703568
6.37820949921671,"Wetland thermokarst",6.37820949921671
